id,text,loc,sentiment,aspects,conf,time
2318,The sawari is extremely bad.,Salt Lake,Negative,Transit,99.1%,06:55 PM
2319,The phari is extremely bad. . The rickshaw is extremely bad.,Garia,Negative,"Safety,Transit",96.3%,06:55 PM
2320,The aborjna is very good. . The metro is very good. . The pul is very good.,Sector V,Positive,"Hygiene,Transit,Roads",95.6%,06:55 PM
2321,The toto is extremely bad.,Tollygunge,Negative,Transit,94.9%,06:55 PM
2322,The dark is extremely bad.,Behala,Negative,Safety,99.2%,06:55 PM
2323,The bhoy is extremely bad. . The aborjna is extremely bad.,Lake Town,Negative,"Safety,Hygiene",99.8%,06:55 PM
2324,The metro is very good. . The naala is very good.,Tollygunge,Positive,"Transit,Hygiene",96.7%,06:55 PM
2325,The path is extremely bad.,Garia,Negative,Roads,94.3%,06:55 PM
2326,The light is very good.,Newtown,Positive,Safety,94.2%,06:55 PM
2327,The yatayat is extremely bad.,Tollygunge,Negative,Transit,95.6%,06:55 PM
2328,The naali is extremely bad.,Behala,Negative,Hygiene,94.3%,06:55 PM
2329,The nordoma is very good. . The janbahon is very good. . The safe is very good.,Jadavpur,Positive,"Hygiene,Transit,Safety",98.6%,06:55 PM
2330,The marg is extremely bad.,Newtown,Negative,Roads,99.0%,06:55 PM
2331,The transport is very good. . The raksha is very good.,Tollygunge,Positive,"Transit,Safety",95.3%,06:55 PM
2332,The protection is extremely bad.,Lake Town,Negative,Safety,94.2%,06:55 PM
2333,The sawari is very good.,Dum Dum,Positive,Transit,96.3%,06:55 PM
2334,The street is extremely bad.,Dum Dum,Negative,Roads,99.5%,06:55 PM
2335,The pothole is very good. . The nongra is very good. . The bus is very good.,Newtown,Positive,"Roads,Hygiene,Transit",98.2%,06:55 PM
2336,The divider is extremely bad.,Sector V,Negative,Roads,98.1%,06:55 PM
2337,The khana khondko is extremely bad.,Garia,Negative,Roads,98.9%,06:55 PM
2338,The police is extremely bad.,Newtown,Negative,Safety,95.4%,06:55 PM
2339,The raasta is very good. . The nongra is very good.,Behala,Positive,"Roads,Hygiene",95.3%,06:55 PM
2340,The sadak is very good.,Dum Dum,Positive,Roads,97.4%,06:55 PM
2341,The transport is extremely bad. . The police is extremely bad.,Newtown,Negative,"Transit,Safety",94.6%,06:55 PM
2342,The nongra is very good.,Tollygunge,Positive,Hygiene,94.8%,06:55 PM
2343,The bridge is very good.,Jadavpur,Positive,Roads,95.5%,06:55 PM
2344,The sadak is extremely bad.,Garia,Negative,Roads,98.7%,06:55 PM
2345,The pul is very good. . The police is very good.,Lake Town,Positive,"Roads,Safety",96.7%,06:55 PM
2346,The sanitation is very good.,Jadavpur,Positive,Hygiene,95.4%,06:55 PM
2347,The nikashi is extremely bad. . The auto is extremely bad.,Jadavpur,Negative,"Hygiene,Transit",99.5%,06:55 PM
2348,The nirapotta is extremely bad.,Kestopur,Negative,Safety,97.0%,06:55 PM
2349,The metro is very good. . The asphalt is very good.,Behala,Positive,"Transit,Roads",97.9%,06:55 PM
2350,The divider is very good. . The nongra is very good.,Kestopur,Positive,"Roads,Hygiene",99.0%,06:55 PM
2351,The toto is very good. . The flyover is very good.,Sector V,Positive,"Transit,Roads",95.5%,06:55 PM
2352,The bhir is extremely bad. . The khana khondko is extremely bad.,Dum Dum,Negative,"Transit,Roads",99.6%,06:55 PM
2353,The dustbin is extremely bad. . The janbahon is extremely bad.,Behala,Negative,"Hygiene,Transit",96.7%,06:55 PM
2354,The cleanliness is very good. . The pothole is very good.,Jadavpur,Positive,"Hygiene,Roads",99.9%,06:55 PM
2355,The chori is very good.,Sector V,Positive,Safety,96.9%,06:55 PM
2356,The auto is extremely bad.,Newtown,Negative,Transit,97.7%,06:55 PM
2357,The rickshaw is extremely bad. . The safe is extremely bad.,Garia,Negative,"Transit,Safety",94.4%,06:55 PM
2358,The auto is very good. . The nirapotta is very good.,Tollygunge,Positive,"Transit,Safety",94.5%,06:55 PM
2359,The marg is extremely bad. . The cleanliness is extremely bad.,Dum Dum,Negative,"Roads,Hygiene",95.4%,06:55 PM
2360,The safai is very good.,Lake Town,Positive,Hygiene,96.3%,06:55 PM
2361,The asphalt is extremely bad.,Lake Town,Negative,Roads,96.3%,06:55 PM
2362,The swachh is very good. . The patrol is very good. . The sarak is very good.,Kestopur,Positive,"Hygiene,Safety,Roads",95.8%,06:55 PM
2363,The dustbin is very good.,Salt Lake,Positive,Hygiene,96.5%,06:55 PM
2364,The surface is very good.,Garia,Positive,Roads,94.8%,06:55 PM
2365,The smell is extremely bad. . The patrol is extremely bad. . The rickshaw is extremely bad.,Dum Dum,Negative,"Hygiene,Safety,Transit",96.4%,06:55 PM
2366,The dakat is extremely bad.,Newtown,Negative,Safety,99.5%,06:55 PM
2367,The manush is extremely bad. . The shuttle is extremely bad.,Kestopur,Negative,"Roads,Transit",94.4%,06:55 PM
2368,The dustbin is extremely bad. . The bhoy is extremely bad.,Sector V,Negative,"Hygiene,Safety",94.4%,06:55 PM
2369,The dar is extremely bad. . The metro is extremely bad. . The dustbin is extremely bad.,Sector V,Negative,"Safety,Transit,Hygiene",94.1%,06:55 PM
2370,The pavement is very good.,Salt Lake,Positive,Roads,94.4%,06:55 PM
2371,The andhera is extremely bad.,Dum Dum,Negative,Safety,99.1%,06:55 PM
2372,The traffic is extremely bad.,Garia,Negative,Transit,95.7%,06:55 PM
2373,The safety is very good. . The ganda is very good.,Kestopur,Positive,"Safety,Hygiene",98.3%,06:55 PM
2374,The shuttle is extremely bad.,Dum Dum,Negative,Transit,99.9%,06:55 PM
2375,The paribahan is extremely bad. . The police is extremely bad.,Garia,Negative,"Transit,Safety",99.0%,06:55 PM
2376,The moila is very good. . The shuttle is very good.,Salt Lake,Positive,"Hygiene,Transit",97.7%,06:55 PM
2377,The cctv is very good.,Jadavpur,Positive,Safety,95.9%,06:55 PM
2378,The kachra is extremely bad. . The bhid is extremely bad.,Dum Dum,Negative,"Hygiene,Transit",94.6%,06:55 PM
2379,The sawari is extremely bad.,Salt Lake,Negative,Transit,97.1%,06:55 PM
2380,The badbu is extremely bad.,Kestopur,Negative,Hygiene,96.9%,06:55 PM
2381,The auto is very good.,Salt Lake,Positive,Transit,99.4%,06:55 PM
2382,The aborjna is extremely bad.,Jadavpur,Negative,Hygiene,94.2%,06:55 PM
2383,The bhoy is extremely bad.,Dum Dum,Negative,Safety,94.4%,06:55 PM
2384,The rickshaw is extremely bad.,Lake Town,Negative,Transit,96.5%,06:55 PM
2385,The aborjna is very good. . The gaadi is very good.,Jadavpur,Positive,"Hygiene,Transit",98.8%,06:55 PM
2386,The highway is very good.,Behala,Positive,Roads,95.6%,06:55 PM
2387,The suraksha is extremely bad.,Sector V,Negative,Safety,95.7%,06:55 PM
2388,The swachh is extremely bad. . The transport is extremely bad.,Garia,Negative,"Hygiene,Transit",97.1%,06:55 PM
2389,The safai is very good. . The nirapotta is very good.,Behala,Positive,"Hygiene,Safety",94.5%,06:55 PM
2390,The lighting is extremely bad. . The toto is extremely bad.,Kestopur,Negative,"Safety,Transit",96.2%,06:55 PM
2391,The dustbin is extremely bad.,Sector V,Negative,Hygiene,94.9%,06:55 PM
2392,The pothole is very good.,Garia,Positive,Roads,95.3%,06:55 PM
2393,The flyover is extremely bad.,Lake Town,Negative,Roads,99.1%,06:55 PM
2394,The kachra is extremely bad.,Dum Dum,Negative,Hygiene,99.4%,06:55 PM
2395,The surface is very good.,Dum Dum,Positive,Roads,94.1%,06:55 PM
2396,The bhoy is very good.,Newtown,Positive,Safety,99.8%,06:55 PM
2397,The protection is extremely bad.,Salt Lake,Negative,Safety,97.5%,06:55 PM
2398,The flyover is extremely bad. . The secure is extremely bad.,Kestopur,Negative,"Roads,Safety",98.7%,06:55 PM
2399,The bhoy is extremely bad. . The dustbin is extremely bad.,Tollygunge,Negative,"Safety,Hygiene",96.5%,06:55 PM
2400,The janbahon is very good.,Garia,Positive,Transit,99.2%,06:55 PM
2401,The safe is very good.,Jadavpur,Positive,Safety,97.0%,06:55 PM
2402,The rickshaw is very good.,Lake Town,Positive,Transit,98.9%,06:55 PM
2403,The khana khondko is extremely bad.,Salt Lake,Negative,Roads,97.2%,06:55 PM
2404,The auto is very good. . The safety is very good.,Garia,Positive,"Transit,Safety",98.7%,06:55 PM
2405,The bus is extremely bad. . The marg is extremely bad.,Tollygunge,Negative,"Transit,Roads",98.9%,06:55 PM
2406,The nikashi is very good.,Newtown,Positive,Hygiene,96.9%,06:55 PM
2407,The path is extremely bad.,Tollygunge,Negative,Roads,95.9%,06:55 PM
2408,The pul is very good.,Newtown,Positive,Roads,98.3%,06:55 PM
2409,The porishkar is very good.,Salt Lake,Positive,Hygiene,95.5%,06:55 PM
2410,The khof is very good. . The badhu is very good.,Jadavpur,Positive,"Safety,Hygiene",95.0%,06:55 PM
2411,The sanitation is very good. . The rickshaw is very good.,Salt Lake,Positive,"Hygiene,Transit",94.3%,06:55 PM
2412,The cctv is extremely bad. . The rickshaw is extremely bad. . The waste is extremely bad.,Kestopur,Negative,"Safety,Transit,Hygiene",99.2%,06:55 PM
2413,The trash is very good. . The metro is very good.,Tollygunge,Positive,"Hygiene,Transit",97.7%,06:55 PM
2414,The porishkar is extremely bad. . The safe is extremely bad.,Sector V,Negative,"Hygiene,Safety",94.8%,06:55 PM
2415,The dustbin is very good.,Lake Town,Positive,Hygiene,99.4%,06:55 PM
2416,The bhoy is extremely bad.,Salt Lake,Negative,Safety,94.7%,06:55 PM
2417,The divider is extremely bad.,Dum Dum,Negative,Roads,94.8%,06:55 PM
2418,The goli is extremely bad.,Behala,Negative,Roads,99.2%,06:55 PM
2419,The khof is very good.,Sector V,Positive,Safety,96.6%,06:55 PM
2420,The traffic is very good.,Dum Dum,Positive,Transit,94.3%,06:55 PM
2421,The divider is extremely bad.,Jadavpur,Negative,Roads,96.9%,06:55 PM
2422,The pul is extremely bad.,Behala,Negative,Roads,99.8%,06:55 PM
2423,The dark is extremely bad. . The rickshaw is extremely bad. . The pavement is extremely bad.,Jadavpur,Negative,"Safety,Transit,Roads",99.4%,06:55 PM
2424,The asphalt is extremely bad.,Sector V,Negative,Roads,96.1%,06:55 PM
2425,The raasta is very good.,Behala,Positive,Roads,99.4%,06:55 PM
2426,The toto is extremely bad.,Sector V,Negative,Transit,97.9%,06:55 PM
2427,The cleanliness is very good. . The marg is very good.,Kestopur,Positive,"Hygiene,Roads",96.4%,06:55 PM
2428,The khof is very good.,Behala,Positive,Safety,94.5%,06:55 PM
2429,The sawari is extremely bad.,Lake Town,Negative,Transit,98.8%,06:55 PM
2430,The janbahon is extremely bad.,Kestopur,Negative,Transit,96.7%,06:55 PM
2431,The gully is extremely bad.,Sector V,Negative,Roads,95.4%,06:55 PM
2432,The traffic is very good.,Newtown,Positive,Transit,94.2%,06:55 PM
2433,The aborjna is very good. . The pul is very good.,Sector V,Positive,"Hygiene,Roads",99.4%,06:55 PM
2434,The suraksha is very good.,Jadavpur,Positive,Safety,98.9%,06:55 PM
2435,The smell is very good.,Garia,Positive,Hygiene,94.9%,06:55 PM
2436,The litter is very good.,Behala,Positive,Hygiene,96.1%,06:55 PM
2437,The lighting is extremely bad. . The gaddha is extremely bad.,Salt Lake,Negative,"Safety,Roads",95.4%,06:55 PM
2438,The paribahan is extremely bad.,Salt Lake,Negative,Transit,98.1%,06:55 PM
2439,The badhu is extremely bad. . The alo is extremely bad.,Behala,Negative,"Hygiene,Safety",95.9%,06:55 PM
2440,The naala is extremely bad. . The manush is extremely bad.,Tollygunge,Negative,"Hygiene,Roads",98.3%,06:55 PM
2441,The theft is extremely bad.,Salt Lake,Negative,Safety,94.6%,06:55 PM
2442,The toto is extremely bad. . The khana khondko is extremely bad.,Jadavpur,Negative,"Transit,Roads",94.9%,06:55 PM
2443,The traffic is extremely bad.,Garia,Negative,Transit,98.2%,06:55 PM
2444,The yatayat is extremely bad.,Lake Town,Negative,Transit,99.8%,06:55 PM
2445,The surface is very good. . The stench is very good. . The transport is very good.,Kestopur,Positive,"Roads,Hygiene,Transit",99.8%,06:55 PM
2446,The gorto is extremely bad. . The dustbin is extremely bad. . The chori is extremely bad.,Kestopur,Negative,"Roads,Hygiene,Safety",95.1%,06:55 PM
2447,The paribahan is extremely bad.,Dum Dum,Negative,Transit,94.1%,06:55 PM
2448,The gully is extremely bad. . The khof is extremely bad.,Garia,Negative,"Roads,Safety",96.3%,06:55 PM
2449,The nordoma is very good.,Jadavpur,Positive,Hygiene,94.4%,06:55 PM
2450,The churi is extremely bad. . The cleanliness is extremely bad. . The rickshaw is extremely bad.,Garia,Negative,"Safety,Hygiene,Transit",96.8%,06:55 PM
2451,The naali is very good.,Salt Lake,Positive,Hygiene,99.6%,06:55 PM
2452,The auto is very good.,Newtown,Positive,Transit,98.4%,06:55 PM
2453,The litter is very good. . The pul is very good. . The churi is very good.,Dum Dum,Positive,"Hygiene,Roads,Safety",96.0%,06:55 PM
2454,The bhid is very good.,Kestopur,Positive,Transit,99.7%,06:55 PM
2455,The nongra is extremely bad.,Dum Dum,Negative,Hygiene,96.9%,06:55 PM
2456,The alo is very good.,Behala,Positive,Safety,96.1%,06:55 PM
2457,The phari is extremely bad.,Kestopur,Negative,Safety,95.2%,06:55 PM
2458,The porishkar is very good. . The phari is very good.,Tollygunge,Positive,"Hygiene,Safety",99.0%,06:55 PM
2459,The nongra is extremely bad. . The yatayat is extremely bad.,Lake Town,Negative,"Hygiene,Transit",96.4%,06:55 PM
2460,The auto is extremely bad. . The khof is extremely bad.,Behala,Negative,"Transit,Safety",95.6%,06:55 PM
2461,The dar is very good. . The sarak is very good.,Tollygunge,Positive,"Safety,Roads",99.6%,06:55 PM
2462,The sarak is very good.,Newtown,Positive,Roads,96.1%,06:55 PM
2463,The sewage is extremely bad.,Lake Town,Negative,Hygiene,98.2%,06:55 PM
2464,The raksha is very good.,Dum Dum,Positive,Safety,98.9%,06:55 PM
2465,The litter is extremely bad.,Garia,Negative,Hygiene,97.5%,06:55 PM
2466,The bhir is extremely bad.,Newtown,Negative,Transit,95.2%,06:55 PM
2467,The litter is extremely bad.,Tollygunge,Negative,Hygiene,99.8%,06:55 PM
2468,The bridge is very good. . The shuttle is very good.,Salt Lake,Positive,"Roads,Transit",98.9%,06:55 PM
2469,The churi is extremely bad.,Jadavpur,Negative,Safety,95.5%,06:55 PM
2470,The flyover is very good. . The kachra is very good. . The phari is very good.,Tollygunge,Positive,"Roads,Hygiene,Safety",94.3%,06:55 PM
2471,The theft is extremely bad. . The traffic is extremely bad. . The sewage is extremely bad.,Dum Dum,Negative,"Safety,Transit,Hygiene",98.5%,06:55 PM
2472,The trash is very good. . The surface is very good.,Salt Lake,Positive,"Hygiene,Roads",94.9%,06:55 PM
2473,The surface is extremely bad.,Salt Lake,Negative,Roads,99.0%,06:55 PM
2474,The chori is extremely bad.,Dum Dum,Negative,Safety,95.8%,06:55 PM
2475,The auto is very good.,Newtown,Positive,Transit,99.7%,06:55 PM
2476,The traffic is very good. . The road is very good.,Jadavpur,Positive,"Transit,Roads",94.4%,06:55 PM
2477,The moila is very good.,Kestopur,Positive,Hygiene,97.7%,06:55 PM
2478,The pavement is very good.,Garia,Positive,Roads,98.6%,06:55 PM
2479,The asphalt is extremely bad. . The metro is extremely bad.,Sector V,Negative,"Roads,Transit",97.0%,06:55 PM
2480,The cctv is very good.,Tollygunge,Positive,Safety,99.5%,06:55 PM
2481,The alo is extremely bad.,Tollygunge,Negative,Safety,98.5%,06:55 PM
2482,The rickshaw is very good.,Jadavpur,Positive,Transit,95.1%,06:55 PM
2483,The paribahan is extremely bad.,Lake Town,Negative,Transit,95.4%,06:55 PM
2484,The khana khondko is very good.,Lake Town,Positive,Roads,95.3%,06:55 PM
2485,The pothole is extremely bad. . The auto is extremely bad. . The andhera is extremely bad.,Dum Dum,Negative,"Roads,Transit,Safety",97.6%,06:55 PM
2486,The raksha is extremely bad. . The kachra is extremely bad.,Kestopur,Negative,"Safety,Hygiene",95.5%,06:55 PM
2487,The bhoy is extremely bad.,Salt Lake,Negative,Safety,95.9%,06:55 PM
2488,The churi is extremely bad.,Behala,Negative,Safety,99.2%,06:55 PM
2489,The alo is very good.,Sector V,Positive,Safety,98.2%,06:55 PM
2490,The raksha is extremely bad. . The goli is extremely bad. . The janbahon is extremely bad.,Behala,Negative,"Safety,Roads,Transit",99.3%,06:55 PM
2491,The sewage is extremely bad.,Garia,Negative,Hygiene,97.5%,06:55 PM
2492,The sewage is very good.,Tollygunge,Positive,Hygiene,96.8%,06:55 PM
2493,The safai is very good.,Lake Town,Positive,Hygiene,99.4%,06:55 PM
2494,The kachra is very good. . The paribahan is very good.,Behala,Positive,"Hygiene,Transit",94.0%,06:55 PM
2495,The dustbin is very good. . The dar is very good.,Lake Town,Positive,"Hygiene,Safety",95.8%,06:55 PM
2496,The unnoto is extremely bad.,Garia,Negative,Roads,95.3%,06:55 PM
2497,The raasta is extremely bad.,Garia,Negative,Roads,97.0%,06:55 PM
2498,The manush is very good. . The sawari is very good.,Newtown,Positive,"Roads,Transit",98.0%,06:55 PM
2499,The transport is very good. . The pavement is very good.,Newtown,Positive,"Transit,Roads",94.0%,06:55 PM
2500,The porishkar is extremely bad.,Tollygunge,Negative,Hygiene,94.5%,06:55 PM
2501,The highway is very good.,Kestopur,Positive,Roads,94.0%,06:55 PM
2502,The gorto is extremely bad.,Salt Lake,Negative,Roads,94.8%,06:55 PM
2503,The congestion is very good.,Behala,Positive,Transit,94.5%,06:55 PM
2504,The pul is very good.,Lake Town,Positive,Roads,95.8%,06:55 PM
2505,The dustbin is very good.,Behala,Positive,Hygiene,99.7%,06:55 PM
2506,The dark is very good. . The badhu is very good.,Kestopur,Positive,"Safety,Hygiene",95.3%,06:55 PM
2507,The asphalt is extremely bad.,Tollygunge,Negative,Roads,99.3%,06:55 PM
2508,The naala is extremely bad. . The bhir is extremely bad.,Lake Town,Negative,"Hygiene,Transit",94.6%,06:55 PM
2509,The khana khondko is extremely bad.,Salt Lake,Negative,Roads,98.7%,06:55 PM
2510,The rickshaw is extremely bad.,Sector V,Negative,Transit,94.1%,06:55 PM
2511,The lane is very good.,Lake Town,Positive,Roads,96.5%,06:55 PM
2512,The sanitation is very good.,Dum Dum,Positive,Hygiene,97.3%,06:55 PM
2513,The nongra is very good. . The street is very good.,Jadavpur,Positive,"Hygiene,Roads",99.6%,06:55 PM
2514,The safe is very good.,Behala,Positive,Safety,96.5%,06:55 PM
2515,The cleanliness is extremely bad. . The ondhokar is extremely bad.,Dum Dum,Negative,"Hygiene,Safety",94.7%,06:55 PM
2516,The suraksha is very good.,Behala,Positive,Safety,97.0%,06:55 PM
2517,The dustbin is extremely bad.,Newtown,Negative,Hygiene,95.0%,06:55 PM
2518,The road is extremely bad. . The secure is extremely bad.,Dum Dum,Negative,"Roads,Safety",98.7%,06:55 PM
2519,The nongra is very good. . The bus is very good. . The safety is very good.,Behala,Positive,"Hygiene,Transit,Safety",95.5%,06:55 PM
2520,The rickshaw is extremely bad.,Tollygunge,Negative,Transit,96.3%,06:55 PM
2521,The police is very good.,Tollygunge,Positive,Safety,95.6%,06:55 PM
2522,The pul is extremely bad. . The traffic is extremely bad.,Behala,Negative,"Roads,Transit",99.8%,06:55 PM
