id,text,loc,sentiment,aspects,conf,time,cleaned_text
3097,The kachra is very good.,Kestopur,Positive,Hygiene,95.6%,06:55 PM,the kachra is very good.
3098,The swachh is very good.,Jadavpur,Positive,Hygiene,94.6%,06:55 PM,the swachh is very good.
3099,The crime is very good. . The stench is very good.,Behala,Positive,"Safety,Hygiene",99.3%,06:55 PM,the crime is very good. . the stench is very good.
3100,The aborjna is extremely bad. . The auto is extremely bad.,Kestopur,Negative,"Hygiene,Transit",97.3%,06:55 PM,the aborjna is extremely bad. . the auto is extremely bad.
3101,The kachra is very good.,Sector V,Positive,Hygiene,96.0%,06:55 PM,the kachra is very good.
3102,The khof is extremely bad. . The safai is extremely bad.,Salt Lake,Negative,"Safety,Hygiene",95.8%,06:55 PM,the khof is extremely bad. . the safai is extremely bad.
3103,The dustbin is extremely bad. . The frequency is extremely bad.,Dum Dum,Negative,"Hygiene,Transit",99.0%,06:55 PM,the dustbin is extremely bad. . the frequency is extremely bad.
3104,The rickshaw is very good.,Kestopur,Positive,Transit,98.8%,06:55 PM,the rickshaw is very good.
3105,The moila is very good.,Salt Lake,Positive,Hygiene,96.7%,06:55 PM,the moila is very good.
3106,The traffic is very good.,Tollygunge,Positive,Transit,94.2%,06:55 PM,the traffic is very good.
3107,The dark is extremely bad.,Tollygunge,Negative,Safety,95.3%,06:55 PM,the dark is extremely bad.
3108,The congestion is very good.,Kestopur,Positive,Transit,97.7%,06:55 PM,the congestion is very good.
3109,The ganda is extremely bad.,Dum Dum,Negative,Hygiene,98.7%,06:55 PM,the ganda is extremely bad.
3110,The divider is very good.,Tollygunge,Positive,Roads,96.7%,06:55 PM,the divider is very good.
3111,The safe is very good.,Tollygunge,Positive,Safety,99.6%,06:55 PM,the safe is very good.
3112,The lighting is extremely bad.,Sector V,Negative,Safety,97.9%,06:55 PM,the lighting is extremely bad.
3113,The bhoy is very good. . The rickshaw is very good. . The raston is very good.,Sector V,Positive,"Safety,Transit,Roads",94.7%,06:55 PM,the bhoy is very good. . the rickshaw is very good. . the raston is very good.
3114,The kaada is very good.,Newtown,Positive,Roads,94.0%,06:55 PM,the kaada is very good.
3115,The marg is extremely bad.,Sector V,Negative,Roads,98.5%,06:55 PM,the marg is extremely bad.
3116,The gully is extremely bad. . The waste is extremely bad.,Dum Dum,Negative,"Roads,Hygiene",98.5%,06:55 PM,the gully is extremely bad. . the waste is extremely bad.
3117,The goli is extremely bad.,Sector V,Negative,Roads,98.3%,06:55 PM,the goli is extremely bad.
3118,The metro is very good.,Salt Lake,Positive,Transit,94.7%,06:55 PM,the metro is very good.
3119,The secure is very good.,Jadavpur,Positive,Safety,98.4%,06:55 PM,the secure is very good.
3120,The auto is very good.,Behala,Positive,Transit,95.8%,06:55 PM,the auto is very good.
3121,The ondhokar is extremely bad.,Sector V,Negative,Safety,96.9%,06:55 PM,the ondhokar is extremely bad.
3122,The dakat is extremely bad.,Garia,Negative,Safety,94.7%,06:55 PM,the dakat is extremely bad.
3123,The gully is very good. . The dakat is very good. . The sawari is very good.,Dum Dum,Positive,"Roads,Safety,Transit",95.9%,06:55 PM,the gully is very good. . the dakat is very good. . the sawari is very good.
3124,The pul is very good.,Tollygunge,Positive,Roads,96.3%,06:55 PM,the pul is very good.
3125,The litter is very good.,Jadavpur,Positive,Hygiene,95.9%,06:55 PM,the litter is very good.
3126,The dark is extremely bad.,Jadavpur,Negative,Safety,97.1%,06:55 PM,the dark is extremely bad.
3127,The alo is extremely bad.,Kestopur,Negative,Safety,96.8%,06:55 PM,the alo is extremely bad.
3128,The bridge is very good. . The safe is very good. . The metro is very good.,Tollygunge,Positive,"Roads,Safety,Transit",95.6%,06:55 PM,the bridge is very good. . the safe is very good. . the metro is very good.
3129,The alo is extremely bad. . The unnoto is extremely bad.,Tollygunge,Negative,"Safety,Roads",94.6%,06:55 PM,the alo is extremely bad. . the unnoto is extremely bad.
3130,The porishkar is extremely bad. . The kaada is extremely bad.,Lake Town,Negative,"Hygiene,Roads",96.9%,06:55 PM,the porishkar is extremely bad. . the kaada is extremely bad.
3131,The gully is very good.,Salt Lake,Positive,Roads,95.8%,06:55 PM,the gully is very good.
3132,The dustbin is very good.,Sector V,Positive,Hygiene,96.3%,06:55 PM,the dustbin is very good.
3133,The bhid is very good. . The ondhokar is very good.,Behala,Positive,"Transit,Safety",99.2%,06:55 PM,the bhid is very good. . the ondhokar is very good.
3134,The sanitation is very good.,Tollygunge,Positive,Hygiene,94.2%,06:55 PM,the sanitation is very good.
3135,The nikashi is very good.,Garia,Positive,Hygiene,97.3%,06:55 PM,the nikashi is very good.
3136,The ondhokar is very good.,Jadavpur,Positive,Safety,97.6%,06:55 PM,the ondhokar is very good.
3137,The sadak is extremely bad.,Jadavpur,Negative,Roads,94.7%,06:55 PM,the sadak is extremely bad.
3138,The dakat is extremely bad. . The kudedan is extremely bad.,Kestopur,Negative,"Safety,Hygiene",99.5%,06:55 PM,the dakat is extremely bad. . the kudedan is extremely bad.
3139,The dustbin is very good.,Garia,Positive,Hygiene,96.4%,06:55 PM,the dustbin is very good.
3140,The bhir is extremely bad. . The protection is extremely bad.,Garia,Negative,"Transit,Safety",99.6%,06:55 PM,the bhir is extremely bad. . the protection is extremely bad.
3141,The janbahon is very good. . The badhu is very good. . The crime is very good.,Salt Lake,Positive,"Transit,Hygiene,Safety",96.7%,06:55 PM,the janbahon is very good. . the badhu is very good. . the crime is very good.
3142,The path is very good.,Kestopur,Positive,Roads,96.5%,06:55 PM,the path is very good.
3143,The badbu is extremely bad.,Sector V,Negative,Hygiene,96.5%,06:55 PM,the badbu is extremely bad.
3144,The andhera is extremely bad. . The pothole is extremely bad.,Salt Lake,Negative,"Safety,Roads",94.1%,06:55 PM,the andhera is extremely bad. . the pothole is extremely bad.
3145,The moila is extremely bad.,Tollygunge,Negative,Hygiene,95.4%,06:55 PM,the moila is extremely bad.
3146,The naali is very good. . The safety is very good. . The bridge is very good.,Kestopur,Positive,"Hygiene,Safety,Roads",98.8%,06:55 PM,the naali is very good. . the safety is very good. . the bridge is very good.
3147,The pul is extremely bad. . The litter is extremely bad.,Tollygunge,Negative,"Roads,Hygiene",98.5%,06:55 PM,the pul is extremely bad. . the litter is extremely bad.
3148,The gorto is very good. . The sewage is very good.,Behala,Positive,"Roads,Hygiene",94.6%,06:55 PM,the gorto is very good. . the sewage is very good.
3149,The nordoma is extremely bad.,Sector V,Negative,Hygiene,98.4%,06:55 PM,the nordoma is extremely bad.
3150,The raksha is extremely bad. . The porishkar is extremely bad.,Dum Dum,Negative,"Safety,Hygiene",94.8%,06:55 PM,the raksha is extremely bad. . the porishkar is extremely bad.
3151,The sarak is extremely bad. . The bhoy is extremely bad.,Jadavpur,Negative,"Roads,Safety",95.5%,06:55 PM,the sarak is extremely bad. . the bhoy is extremely bad.
3152,The nongra is very good. . The goli is very good.,Lake Town,Positive,"Hygiene,Roads",97.5%,06:55 PM,the nongra is very good. . the goli is very good.
3153,The kachra is extremely bad.,Dum Dum,Negative,Hygiene,96.2%,06:55 PM,the kachra is extremely bad.
3154,The yatayat is extremely bad.,Jadavpur,Negative,Transit,99.1%,06:55 PM,the yatayat is extremely bad.
3155,The gully is extremely bad.,Tollygunge,Negative,Roads,97.0%,06:55 PM,the gully is extremely bad.
3156,The kudedan is very good.,Garia,Positive,Hygiene,94.7%,06:55 PM,the kudedan is very good.
3157,The manush is very good. . The secure is very good.,Dum Dum,Positive,"Roads,Safety",98.5%,06:55 PM,the manush is very good. . the secure is very good.
3158,The kachra is very good. . The police is very good.,Salt Lake,Positive,"Hygiene,Safety",96.6%,06:55 PM,the kachra is very good. . the police is very good.
3159,The goli is very good. . The metro is very good.,Salt Lake,Positive,"Roads,Transit",97.3%,06:55 PM,the goli is very good. . the metro is very good.
3160,The churi is extremely bad.,Garia,Negative,Safety,95.0%,06:55 PM,the churi is extremely bad.
3161,The naala is very good.,Sector V,Positive,Hygiene,96.5%,06:55 PM,the naala is very good.
3162,The bus is very good. . The gaddha is very good.,Newtown,Positive,"Transit,Roads",95.8%,06:55 PM,the bus is very good. . the gaddha is very good.
3163,The bhoy is very good. . The yatayat is very good.,Behala,Positive,"Safety,Transit",94.3%,06:55 PM,the bhoy is very good. . the yatayat is very good.
3164,The churi is extremely bad.,Jadavpur,Negative,Safety,99.1%,06:55 PM,the churi is extremely bad.
3165,The badhu is extremely bad. . The commute is extremely bad. . The asphalt is extremely bad.,Salt Lake,Negative,"Hygiene,Transit,Roads",98.9%,06:55 PM,the badhu is extremely bad. . the commute is extremely bad. . the asphalt is extremely bad.
3166,The khana khondko is very good.,Jadavpur,Positive,Roads,99.6%,06:55 PM,the khana khondko is very good.
3167,The dustbin is very good.,Tollygunge,Positive,Hygiene,99.6%,06:55 PM,the dustbin is very good.
3168,The nongra is extremely bad.,Tollygunge,Negative,Hygiene,96.7%,06:55 PM,the nongra is extremely bad.
3169,The rasta is very good.,Behala,Positive,Roads,97.3%,06:55 PM,the rasta is very good.
3170,The metro is very good. . The phari is very good.,Dum Dum,Positive,"Transit,Safety",96.6%,06:55 PM,the metro is very good. . the phari is very good.
3171,The bhir is very good. . The police is very good.,Jadavpur,Positive,"Transit,Safety",96.4%,06:55 PM,the bhir is very good. . the police is very good.
3172,The path is very good.,Tollygunge,Positive,Roads,97.2%,06:55 PM,the path is very good.
3173,The raksha is extremely bad.,Dum Dum,Negative,Safety,98.9%,06:55 PM,the raksha is extremely bad.
3174,The kachra is extremely bad.,Tollygunge,Negative,Hygiene,96.1%,06:55 PM,the kachra is extremely bad.
3175,The swachh is extremely bad. . The police is extremely bad.,Tollygunge,Negative,"Hygiene,Safety",97.4%,06:55 PM,the swachh is extremely bad. . the police is extremely bad.
3176,The unnoto is very good.,Tollygunge,Positive,Roads,97.8%,06:55 PM,the unnoto is very good.
3177,The khof is extremely bad.,Dum Dum,Negative,Safety,99.4%,06:55 PM,the khof is extremely bad.
3178,The dar is very good. . The sadak is very good.,Salt Lake,Positive,"Safety,Roads",96.8%,06:55 PM,the dar is very good. . the sadak is very good.
3179,The metro is extremely bad. . The waste is extremely bad.,Kestopur,Negative,"Transit,Hygiene",99.9%,06:55 PM,the metro is extremely bad. . the waste is extremely bad.
3180,The flyover is very good. . The chori is very good.,Newtown,Positive,"Roads,Safety",98.8%,06:55 PM,the flyover is very good. . the chori is very good.
3181,The bus is very good.,Dum Dum,Positive,Transit,96.4%,06:55 PM,the bus is very good.
3182,The cctv is extremely bad. . The sadak is extremely bad.,Behala,Negative,"Safety,Roads",98.1%,06:55 PM,the cctv is extremely bad. . the sadak is extremely bad.
3183,The kachra is extremely bad. . The andhera is extremely bad.,Jadavpur,Negative,"Hygiene,Safety",98.2%,06:55 PM,the kachra is extremely bad. . the andhera is extremely bad.
3184,The janbahon is very good.,Lake Town,Positive,Transit,99.8%,06:55 PM,the janbahon is very good.
3185,The kachra is very good.,Newtown,Positive,Hygiene,94.7%,06:55 PM,the kachra is very good.
3186,The khof is very good.,Tollygunge,Positive,Safety,97.0%,06:55 PM,the khof is very good.
3187,The dakat is extremely bad. . The kachra is extremely bad. . The congestion is extremely bad.,Jadavpur,Negative,"Safety,Hygiene,Transit",96.0%,06:55 PM,the dakat is extremely bad. . the kachra is extremely bad. . the congestion is extremely bad.
3188,The nongra is very good. . The secure is very good.,Lake Town,Positive,"Hygiene,Safety",99.0%,06:55 PM,the nongra is very good. . the secure is very good.
3189,The safai is very good.,Behala,Positive,Hygiene,98.1%,06:55 PM,the safai is very good.
3190,The paribahan is very good.,Newtown,Positive,Transit,94.2%,06:55 PM,the paribahan is very good.
3191,The sarak is very good.,Dum Dum,Positive,Roads,94.6%,06:55 PM,the sarak is very good.
3192,The naali is very good.,Garia,Positive,Hygiene,95.8%,06:55 PM,the naali is very good.
3193,The marg is very good.,Kestopur,Positive,Roads,96.5%,06:55 PM,the marg is very good.
3194,The rasta is extremely bad.,Lake Town,Negative,Roads,98.5%,06:55 PM,the rasta is extremely bad.
3195,The divider is extremely bad. . The commute is extremely bad.,Newtown,Negative,"Roads,Transit",98.5%,06:55 PM,the divider is extremely bad. . the commute is extremely bad.
3196,The naali is very good.,Salt Lake,Positive,Hygiene,97.9%,06:55 PM,the naali is very good.
3197,The traffic is extremely bad.,Kestopur,Negative,Transit,97.3%,06:55 PM,the traffic is extremely bad.
3198,The lane is extremely bad.,Kestopur,Negative,Roads,99.2%,06:55 PM,the lane is extremely bad.
3199,The police is very good. . The dustbin is very good.,Newtown,Positive,"Safety,Hygiene",96.6%,06:55 PM,the police is very good. . the dustbin is very good.
3200,The churi is extremely bad. . The rasta is extremely bad.,Kestopur,Negative,"Safety,Roads",94.4%,06:55 PM,the churi is extremely bad. . the rasta is extremely bad.
3201,The kachra is extremely bad. . The metro is extremely bad.,Dum Dum,Negative,"Hygiene,Transit",97.2%,06:55 PM,the kachra is extremely bad. . the metro is extremely bad.
3202,The kudedan is very good.,Garia,Positive,Hygiene,96.0%,06:55 PM,the kudedan is very good.
3203,The badbu is very good. . The rickshaw is very good. . The chori is very good.,Lake Town,Positive,"Hygiene,Transit,Safety",99.0%,06:55 PM,the badbu is very good. . the rickshaw is very good. . the chori is very good.
3204,The police is extremely bad.,Salt Lake,Negative,Safety,94.7%,06:55 PM,the police is extremely bad.
3205,The khof is very good. . The goli is very good.,Sector V,Positive,"Safety,Roads",98.9%,06:55 PM,the khof is very good. . the goli is very good.
3206,The manush is extremely bad.,Newtown,Negative,Roads,96.5%,06:55 PM,the manush is extremely bad.
3207,The ondhokar is extremely bad.,Behala,Negative,Safety,94.3%,06:55 PM,the ondhokar is extremely bad.
3208,The flyover is very good. . The churi is very good.,Salt Lake,Positive,"Roads,Safety",97.0%,06:55 PM,the flyover is very good. . the churi is very good.
3209,The smell is very good. . The path is very good. . The bhid is very good.,Behala,Positive,"Hygiene,Roads,Transit",98.8%,06:55 PM,the smell is very good. . the path is very good. . the bhid is very good.
3210,The gandagi is very good.,Jadavpur,Positive,Hygiene,99.9%,06:55 PM,the gandagi is very good.
3211,The pul is very good. . The traffic is very good.,Tollygunge,Positive,"Roads,Transit",95.0%,06:55 PM,the pul is very good. . the traffic is very good.
3212,The naali is very good.,Kestopur,Positive,Hygiene,95.8%,06:55 PM,the naali is very good.
3213,The smell is extremely bad.,Salt Lake,Negative,Hygiene,97.6%,06:55 PM,the smell is extremely bad.
3214,The sarak is extremely bad.,Garia,Negative,Roads,94.1%,06:55 PM,the sarak is extremely bad.
3215,The moila is extremely bad.,Garia,Negative,Hygiene,94.6%,06:55 PM,the moila is extremely bad.
3216,The badbu is extremely bad.,Garia,Negative,Hygiene,98.8%,06:55 PM,the badbu is extremely bad.
3217,The bhoy is extremely bad.,Garia,Negative,Safety,95.5%,06:55 PM,the bhoy is extremely bad.
3218,The auto is very good.,Jadavpur,Positive,Transit,96.0%,06:55 PM,the auto is very good.
3219,The dustbin is extremely bad.,Lake Town,Negative,Hygiene,98.9%,06:55 PM,the dustbin is extremely bad.
3220,The police is extremely bad.,Lake Town,Negative,Safety,96.1%,06:55 PM,the police is extremely bad.
3221,The gaadi is very good.,Kestopur,Positive,Transit,95.5%,06:55 PM,the gaadi is very good.
